Id,Response Date,clean_paraphrases,emotion,is_frustrated
98508613,2022-07-05 04:39:19,there needs to be improvements in interface and reports.,optimism,no
98508613,2022-07-05 04:39:19,there needs to be improvements in interface and reports.,optimism,no
91101119,2022-02-21 01:28:18,the system is getting many errors.,neutral,no
91101119,2022-02-21 01:28:18,"i faced a lot of leads, and they are not getting appointment over.",neutral,no
91101119,2022-02-21 01:28:18,"i faced a lot of leads, and they are not getting appointment over.",neutral,no
91101119,2022-02-21 01:28:18,application is not possible to start again and show days.,disapproval,yes
91101119,2022-02-21 01:28:18,i like this and solve the errors.,love,no
82353970,2021-10-04 04:03:33,there is a location issue through the map.,neutral,no
93302664,2022-03-30 04:01:29,father unavailable in the session.,neutral,no
82440825,2021-10-05 07:23:12,not able to change stages.,neutral,no
91741463,2022-03-03 04:22:20,everything is good.,approval,no
82587124,2021-10-07 06:22:44,there are some changes that need to be made.,realization,no
82653440,2021-10-08 04:34:18,"sometimes, not working.",neutral,no
83083941,2021-10-15 05:35:02,the call connecting to my phone.,neutral,no
83083941,2021-10-15 05:35:02,the call connecting to my phone.,neutral,no
83083941,2021-10-15 05:35:02,the call connecting to my phone.,neutral,no
83193820,2021-10-17 09:33:15,the number of time system is not working well.,disapproval,yes
83390436,2021-10-20 04:29:49,real-time call time access is not working.,disapproval,yes
83390436,2021-10-20 04:29:49,real-time call time access is not working.,disapproval,yes
92568535,2022-03-17 03:54:02,"application was good, and the main fact is that we can change what we need with leadsquared team support.",admiration,no
92568535,2022-03-17 03:54:02,"application was good, and the main fact is that we can change what we need with leadsquared team support.",admiration,no
83390433,2021-10-20 04:29:45,application is not easy to use.,disapproval,yes
83390433,2021-10-20 04:29:45,application is not easy to use.,disapproval,yes
91666824,2022-03-02 03:25:00,there is no feature to get the total number of calls by a particular user.,neutral,no
91666824,2022-03-02 03:25:00,there is no feature to get the total number of calls by a particular user.,neutral,no
91666824,2022-03-02 03:25:00,i have to go through each lead manually.,neutral,no
84526281,2021-11-06 04:35:16,the proceed button working for me.,neutral,no
91872936,2022-03-05 03:56:44,the lead number is not always available on time.,neutral,no
93088702,2022-03-26 03:51:14,application is good and transparent.,admiration,no
84923973,2021-11-12 04:41:19,there are fewer details displayed.,neutral,no
84990857,2021-11-13 04:01:50,"sometimes there will be a glitch, but the user experience is good.",admiration,no
84990857,2021-11-13 04:01:50,"sometimes there will be a glitch, but the user experience is good.",admiration,no
84922838,2021-11-12 04:03:31,thank you for your active report.,gratitude,no
93158682,2022-03-28 02:47:57,very much help.,gratitude,no
93158682,2022-03-28 02:47:57,thank you so much.,gratitude,no
93161366,2022-03-28 04:31:32,application is very well put together.,admiration,no
85074545,2021-11-15 03:24:43,data and battery consumption is very high.,neutral,no
85074545,2021-11-15 03:24:43,data and battery consumption is very high.,neutral,no
85306944,2021-11-18 03:40:36,application has a record of shops.,neutral,no
85306944,2021-11-18 03:40:36,application has a record of shops.,neutral,no
85379981,2021-11-19 02:23:11,the flash application is easy to use.,approval,no
85379981,2021-11-19 02:23:11,the flash application is easy to use.,approval,no
85612037,2021-11-23 02:11:10,please fix any call or application that is open.,neutral,no
85612037,2021-11-23 02:11:10,please fix any call or application that is open.,neutral,no
93508521,2022-04-02 03:42:28,application is good to update details in a simpler way.,approval,no
93508521,2022-04-02 03:42:28,application is good to update details in a simpler way.,approval,no
93580928,2022-04-04 03:33:19,application is good and flexible.,admiration,no
93581380,2022-04-04 03:51:31,application is very easy to use.,approval,no
93581380,2022-04-04 03:51:31,application is very easy to use.,approval,no
93581652,2022-04-04 04:03:32,i am not able to send as otp to customer experience.,disapproval,yes
93581652,2022-04-04 04:03:32,i am not able to send as otp to customer experience.,disapproval,yes
86447030,2021-12-06 04:36:48,please provide proof of the quality.,neutral,no
86528649,2021-12-07 04:21:04,poor queries should be dealt with immediately.,approval,no
86528649,2021-12-07 04:21:04,sometimes automation is done by automatic.,neutral,no
86743707,2021-12-10 04:04:38,we should be able to see both inbound and outbound leads.,neutral,no
86743707,2021-12-10 04:04:38,we can see leads that contacted in the mobile application.,neutral,no
86743707,2021-12-10 04:04:38,we can see leads that contacted in the mobile application.,neutral,no
86744402,2021-12-10 04:27:20,application is very difficult to manage leads.,disapproval,yes
86744402,2021-12-10 04:27:20,application is very difficult to manage leads.,disapproval,yes
87034374,2021-12-15 02:41:42,same times are not working correctly.,disappointment,yes
76939779,2021-07-09 05:12:56,application is not updating correctly.,disappointment,yes
76939779,2021-07-09 05:12:56,application is not updating correctly.,disappointment,yes
87926161,2021-12-31 03:55:59,application takes more time for location fetching.,neutral,no
87926161,2021-12-31 03:55:59,application takes more time for location fetching.,neutral,no
76801600,2021-07-07 04:56:59,there are a lot of things that are not clear.,confusion,yes
76801600,2021-07-07 04:56:59,the option is lengthy.,neutral,no
78902943,2021-08-11 05:54:33,too many lags should be accessible through mobile.,approval,no
78902943,2021-08-11 05:54:33,too many lags should be accessible through mobile.,approval,no
88446306,2022-01-09 04:37:51,application is not proper to use crm east.,disapproval,yes
88446306,2022-01-09 04:37:51,application is not proper to use crm east.,disapproval,yes
88446306,2022-01-09 04:37:51,application is not proper to use crm east.,disapproval,yes
88641521,2022-01-12 03:02:26,abandon card stun and payment failure are not updated on real-time.,neutral,no
88641521,2022-01-12 03:02:26,abandon card stun and payment failure are not updated on real-time.,neutral,no
88891012,2022-01-16 05:00:09,application takes a long time to automate.,neutral,no
89074381,2022-01-19 03:51:29,application work properly.,neutral,no
89217779,2022-01-21 04:17:58,lead hygiene should be improved.,neutral,no
89281579,2022-01-22 03:58:52,not working correctly.,disappointment,yes
89365164,2022-01-24 05:10:26,not properly linked with mail id and follow-up mails come.,neutral,no
90246479,2022-02-07 04:47:17,"when a call comes, there is no notification immediately.",neutral,no
90246479,2022-02-07 04:47:17,"when a call comes, there is no notification immediately.",neutral,no
90323483,2022-02-08 04:40:55,you guys deserve to be recommended.,approval,no
90385567,2022-02-09 00:36:30,application was too slow and not fully automated.,disapproval,yes
94523859,2022-04-21 03:03:50,application is easy to track status.,neutral,no
94523859,2022-04-21 03:03:50,application is easy to track status.,neutral,no
90535259,2022-02-11 04:14:17,the name of the lead is deleted again and again.,neutral,no
90747952,2022-02-15 03:11:39,application is not working right.,disapproval,yes
90747952,2022-02-15 03:11:39,application is not working right.,disapproval,yes
90749842,2022-02-15 04:08:48,notifications on high intent leads,neutral,no
94525682,2022-04-21 04:16:05,the application is managed well.,admiration,no
90963186,2022-02-18 03:50:32,there are so many problems that need improvement.,caring,no
90963243,2022-02-18 03:52:16,there is a lot of navigation there.,neutral,no
90964054,2022-02-18 04:18:45,"the service was pathetic, and the money was wasted.",disappointment,yes
91104571,2022-02-21 03:25:02,notification can be sent on a prompt time.,neutral,no
91484451,2022-02-27 04:06:56,do not like otp verification.,disapproval,yes
91598767,2022-03-01 04:30:01,the feature mailing feature is helpful for us.,neutral,no
86674659,2021-12-09 04:08:32,application is very difficult to understand.,confusion,yes
91669263,2022-03-02 04:42:10,application is not current.,disapproval,yes
91669263,2022-03-02 04:42:10,you put a table in a visual editor.,neutral,no
91669263,2022-03-02 04:42:10,simple things are missing.,neutral,no
91669263,2022-03-02 04:42:10,i raised these questions last year and nothing has been done about them.,realization,no
94670782,2022-04-24 05:49:34,leadsquared always rocks.,neutral,no
94671278,2022-04-24 06:13:14,provide the option again.,neutral,no
92223058,2022-03-11 02:37:23,there was no tech support at the time of the problem.,neutral,no
92223058,2022-03-11 02:37:23,not happy.,joy,no
92359805,2022-03-14 01:48:01,i like otp based login.,love,no
92359805,2022-03-14 01:48:01,i like otp based login.,love,no
92435654,2022-03-15 04:31:25,there should be more filters.,neutral,no
92503722,2022-03-16 03:56:36,voice call should be made to customers to help automate update.,neutral,no
92503722,2022-03-16 03:56:36,voice call should be made to customers to help automate update.,neutral,no
82804385,2021-10-11 05:52:13,there are a lot of technical faults.,neutral,no
92633878,2022-03-18 04:40:02,sometimes the interface faces buffering issues.,neutral,no
92689932,2022-03-19 04:04:40,correct information have good storage power.,admiration,no
92689523,2022-03-19 03:43:26,application seems that is not supported in ios.,disapproval,yes
92689523,2022-03-19 03:43:26,application seems that is not supported in ios.,disapproval,yes
92833162,2022-03-22 04:12:58,could not modify both disco.,disapproval,yes
80768580,2021-09-09 03:25:07,the disposition form is long.,neutral,no
93031475,2022-03-25 04:20:02,"the process is very slow, and we are making many errors.",realization,no
93031652,2022-03-25 04:27:38,application was easy to follow up with the customer.,neutral,no
93088165,2022-03-26 03:26:16,reports have to be pulled out.,neutral,no
93123770,2022-03-27 03:43:48,"sometimes it was hanged, and sometimes application recorded.",neutral,no
86447169,2021-12-06 04:41:28,"i have to fill a lot of details in this format, and we have a lot of time to dispose of them.",realization,no
93582221,2022-04-04 04:27:19,terrible customer support.,disapproval,yes
93654285,2022-04-05 04:09:26,i expect application to be poor.,desire,no
93792110,2022-04-07 04:15:09,there are a lot of errors.,approval,no
93792232,2022-04-07 04:19:53,the user permission and templates should be improved.,approval,no
93792232,2022-04-07 04:19:53,the user permission and templates should be improved.,approval,no
94272058,2022-04-16 04:04:08,they tell us when the account is no longer active.,neutral,no
94392189,2022-04-19 01:41:13,the user experience is not thorough.,disapproval,yes
94521442,2022-04-21 01:46:31,application is terrible.,fear,yes
94637817,2022-04-23 03:39:02,when we open so many leads to call one by one notes page application adds to the problem.,neutral,no
94637817,2022-04-23 03:39:02,when we open so many leads to call one by one notes page application adds to the problem.,neutral,no
94637817,2022-04-23 03:39:02,when we open so many leads to call one by one notes page application adds to the problem.,neutral,no
94671013,2022-04-24 05:59:59,application is difficult to filter in difficult.,neutral,no
94671013,2022-04-24 05:59:59,application is difficult to filter in difficult.,neutral,no
94902229,2022-04-28 02:21:35,the lead generation process is not good.,disapproval,yes
81157201,2021-09-15 04:32:15,application should have been quicker.,realization,no
77158757,2021-07-13 04:04:26,there is scope to improve in the task update stage.,optimism,no
77158757,2021-07-13 04:04:26,there is scope to improve in the task update stage.,optimism,no
81615984,2021-09-22 09:05:39,application is pointless to copy and paste.,neutral,no
81615984,2021-09-22 09:05:39,the lead should connect the call.,neutral,no
81615984,2021-09-22 09:05:39,the lead should connect the call.,neutral,no
81615984,2021-09-22 09:05:39,i liked the software.,love,no
81615984,2021-09-22 09:05:39,please check again.,neutral,no
83467389,2021-10-21 04:36:08,application was difficult to long in at times.,neutral,no
85755141,2021-11-25 01:32:35,the responsiveness of the product should be improved.,optimism,no
86133146,2021-12-01 03:21:57,we use any option at the same time.,neutral,no
88890279,2022-01-16 04:22:45,there are many problems with the system.,fear,yes
88890279,2022-01-16 04:22:45,the user does not update the modifications.,neutral,no
89007500,2022-01-18 07:52:44,i suggest this to a business firm.,neutral,no
89075133,2022-01-19 04:16:24,poor experience any time of the day.,neutral,no
93445351,2022-04-01 04:32:41,application is very difficult to find an advance search.,disapproval,yes
93445351,2022-04-01 04:32:41,application is very difficult to find an advance search.,disapproval,yes
93445351,2022-04-01 04:32:41,application should be easy for a newcomer to use it properly.,neutral,no
93445351,2022-04-01 04:32:41,application should be easy for a newcomer to use it properly.,neutral,no
94171969,2022-04-14 03:52:47,slow to update activity.,neutral,no
94171969,2022-04-14 03:52:47,slow to update activity.,neutral,no
94269988,2022-04-16 02:26:18,reminders getting on time.,neutral,no
94583220,2022-04-22 03:45:51,the activity disposition with leadsquared consumes more time than the search bar can give you.,neutral,no
94583220,2022-04-22 03:45:51,the activity disposition with leadsquared consumes more time than the search bar can give you.,neutral,no
94583220,2022-04-22 03:45:51,the activity disposition with leadsquared consumes more time than the search bar can give you.,neutral,no
85152857,2021-11-16 04:46:02,call records should be automated.,neutral,no
87755157,2021-12-28 04:50:12,application was orderly.,neutral,no
87755157,2021-12-28 04:50:12,"in real-time sales, the tasks and dues synchronize.",neutral,no
84152975,2021-11-01 04:28:12,we are having a lot of error as a result of our policy.,approval,no
88268758,2022-01-06 03:55:13,the automations work right.,approval,no
88268758,2022-01-06 03:55:13,the automations work right.,approval,no
88268758,2022-01-06 03:55:13,constantly monitored is what application has to be.,neutral,no
82937571,2021-10-13 04:24:26,the report is not working.,disappointment,yes
82937571,2021-10-13 04:24:26,the report is not working.,disappointment,yes
83543607,2021-10-22 05:51:34,i want to know my talk time.,curiosity,no
83315176,2021-10-19 06:06:42,the reports cannot be downloaded.,disapproval,yes
81227451,2021-09-16 02:04:02,there are a lot of unwanted phone numbers.,neutral,no
86846532,2021-12-12 04:35:39,application is still easier to call.,neutral,no
86846532,2021-12-12 04:35:39,application is still easier to call.,neutral,no
89144819,2022-01-20 03:11:08,application is quite complicated to complete a task.,confusion,yes
89144819,2022-01-20 03:11:08,application is quite complicated to complete a task.,confusion,yes
89144819,2022-01-20 03:11:08,application is quite complicated to complete a task.,confusion,yes
76801967,2021-07-07 05:08:14,"while booking a demo, keep it simple.",neutral,no
86285795,2021-12-03 04:40:34,there are many things that can be improved for faster and more accurate performance for employees.,approval,no
77864627,2021-07-25 03:49:15,simple and fast.,neutral,no
84690537,2021-11-09 02:32:13,notifications are not sent,neutral,no
81981317,2021-09-28 05:46:43,application is always a good idea to issue in distance reports.,approval,no
81981317,2021-09-28 05:46:43,application is always a good idea to issue in distance reports.,approval,no
81981317,2021-09-28 05:46:43,application is always a good idea to issue in distance reports.,approval,no
79137155,2021-08-15 04:41:51,the update of activities is delayed.,neutral,no
79137155,2021-08-15 04:41:51,the update of activities is delayed.,neutral,no
90097280,2022-02-04 04:00:11,the refresh rate should be fast.,neutral,no
90097280,2022-02-04 04:00:11,the refresh rate should be fast.,neutral,no
81447086,2021-09-20 04:46:28,time leadsquared should get better.,optimism,no
77357366,2021-07-16 04:06:24,out of may be leadsquared hardly cases only phone was picked up and hardly to go ahead for next discussion and none converted in admission.,neutral,no
77357366,2021-07-16 04:06:24,out of may be leadsquared hardly cases only phone was picked up and hardly to go ahead for next discussion and none converted in admission.,neutral,no
77357366,2021-07-16 04:06:24,we entered in leadsquared after getting direct calls.,nervousness,no
77357366,2021-07-16 04:06:24,we entered in leadsquared after getting direct calls.,nervousness,no
90536098,2022-02-11 04:44:30,application was wonderful before hectic provided otp to login.,admiration,no
90536098,2022-02-11 04:44:30,application was wonderful before hectic provided otp to login.,admiration,no
90536098,2022-02-11 04:44:30,application was wonderful before hectic provided otp to login.,admiration,no
90750255,2022-02-15 04:23:09,"most of the time application is slow, and we get errors like http.",disappointment,yes
90750255,2022-02-15 04:23:09,"giving you fewer numbers mean poor, application means i am wishing for the best, working here happily because of you guys.",optimism,no
90750255,2022-02-15 04:23:09,"giving you fewer numbers mean poor, application means i am wishing for the best, working here happily because of you guys.",optimism,no
90750255,2022-02-15 04:23:09,thank you so much.,gratitude,no
78968947,2021-08-12 03:45:47,nothing can be done to improve the hang application.,neutral,no
78968947,2021-08-12 03:45:47,nothing can be done to improve the hang application.,neutral,no
76861381,2021-07-08 00:29:40,the team is behind the product.,neutral,no
76431160,2021-07-01 01:28:43,there are daily leads sent to the user.,neutral,no
91024705,2022-02-19 02:05:49,"application is time minutes, so necessary to increase the speed of check in and check out.",neutral,no
91024705,2022-02-19 02:05:49,"application is time minutes, so necessary to increase the speed of check in and check out.",neutral,no
91024705,2022-02-19 02:05:49,"application is time minutes, so necessary to increase the speed of check in and check out.",neutral,no
79324290,2021-08-18 04:11:28,the appointment recording is poor.,disgust,yes
77160721,2021-07-13 05:10:27,the management of lead is well settled.,admiration,no
91105950,2022-02-21 04:17:32,there are a lot of problems in leadsquared.,neutral,no
91105950,2022-02-21 04:17:32,there are a lot of problems in leadsquared.,neutral,no
77225606,2021-07-14 03:59:17,"i like the way i use it, easy to find my work, but sometimes application takes a while to find it.",admiration,no
77225606,2021-07-14 03:59:17,"i like the way i use it, easy to find my work, but sometimes application takes a while to find it.",admiration,no
77225606,2021-07-14 03:59:17,"i like the way i use it, easy to find my work, but sometimes application takes a while to find it.",admiration,no
77225606,2021-07-14 03:59:17,"this function is very easy to handle, and i like it.",love,no
81528469,2021-09-21 04:47:54,there are too many options.,neutral,no
77359433,2021-07-16 05:16:37,application is good for keeping leads.,approval,no
77359433,2021-07-16 05:16:37,application is good for keeping leads.,approval,no
76937788,2021-07-09 04:08:46,not working correctly.,disappointment,yes
92435807,2022-03-15 04:37:39,there are a lot of things you need to do.,neutral,no
92828310,2022-03-22 01:35:48,no improvement from beginning to end.,disapproval,yes
92965196,2022-03-24 03:48:36,the member wise sales report was not shown.,neutral,no
93373361,2022-03-31 04:08:07,the application is not easy to use.,disapproval,yes
93373361,2022-03-31 04:08:07,the application is not easy to use.,disapproval,yes
77500657,2021-07-19 04:04:54,"application is easy to manage leads activity, but if we can get data updated within minutes that would be helpful.",approval,no
77500657,2021-07-19 04:04:54,"application is easy to manage leads activity, but if we can get data updated within minutes that would be helpful.",approval,no
77500657,2021-07-19 04:04:54,"application is easy to manage leads activity, but if we can get data updated within minutes that would be helpful.",approval,no
77500657,2021-07-19 04:04:54,"application is easy to manage leads activity, but if we can get data updated within minutes that would be helpful.",approval,no
77500657,2021-07-19 04:04:54,"application is easy to manage leads activity, but if we can get data updated within minutes that would be helpful.",approval,no
87031637,2021-12-15 01:37:26,customer editing option not available.,disapproval,yes
87460870,2021-12-22 04:33:09,there is a lack of basic functionalities.,neutral,no
87460870,2021-12-22 04:33:09,"if we have to make any changes in automation, we have to make a clone of the previous one and unpublish it.",neutral,no
76675383,2021-07-05 09:23:39,application was slow and sometimes shows the wrong figure.,neutral,no
76678501,2021-07-05 10:28:14,the list of categories should be increased.,approval,no
77766429,2021-07-23 04:41:10,the user interface is good.,admiration,no
77161093,2021-07-13 05:23:01,"sometimes the tt get updated towards the end of the day, as compared to others, and this is a regular issue.",realization,no
77161093,2021-07-13 05:23:01,"sometimes the tt get updated towards the end of the day, as compared to others, and this is a regular issue.",realization,no
77413181,2021-07-17 01:59:50,"in between, voice recording stopped and update location or real-time.",neutral,no
77413181,2021-07-17 01:59:50,"in between, voice recording stopped and update location or real-time.",neutral,no
77413181,2021-07-17 01:59:50,"in between, voice recording stopped and update location or real-time.",neutral,no
77458944,2021-07-18 04:54:28,application should be easy to record and download on all browsers.,neutral,no
77458944,2021-07-18 04:54:28,application should be easy to record and download on all browsers.,neutral,no
77458944,2021-07-18 04:54:28,application should be easy to record and download on all browsers.,neutral,no
77459639,2021-07-18 05:27:44,date and time be used for follow-up.,neutral,no
77500085,2021-07-19 03:45:17,if the leads are appropriate.,neutral,no
77580678,2021-07-20 09:13:33,i can understand a cheap software with cheap features.,approval,no
78178312,2021-07-30 04:14:35,multi logins are not allowed.,disapproval,yes
93791251,2022-04-07 03:44:11,there is no understanding of the product.,confusion,yes
77865912,2021-07-25 04:45:00,there are more factors that can be added.,neutral,no
77910534,2021-07-26 05:10:59,"application takes a long time for doe sot to get record, application has to connect many times with leads for successful attempts.",neutral,no
77910534,2021-07-26 05:10:59,"application takes a long time for doe sot to get record, application has to connect many times with leads for successful attempts.",neutral,no
77910534,2021-07-26 05:10:59,"application takes a long time for doe sot to get record, application has to connect many times with leads for successful attempts.",neutral,no
77910534,2021-07-26 05:10:59,"application takes a long time for doe sot to get record, application has to connect many times with leads for successful attempts.",neutral,no
93853022,2022-04-08 03:55:08,the updated beat is not in the application.,disapproval,yes
93853022,2022-04-08 03:55:08,the updated beat is not in the application.,disapproval,yes
78047166,2021-07-28 04:32:22,the mobile application is slow.,disapproval,yes
78047166,2021-07-28 04:32:22,"if we open on a mobile device, application will show an error.",neutral,no
78047166,2021-07-28 04:32:22,"if we open on a mobile device, application will show an error.",neutral,no
78109478,2021-07-29 02:19:23,that is not user-friendly.,disapproval,yes
78332774,2021-08-02 05:06:27,the customer service was poor.,disapproval,yes
78478214,2021-08-04 04:15:40,application is a good way to analyze business.,admiration,no
77227329,2021-07-14 04:55:42,the speed of the application is slow.,neutral,no
77227329,2021-07-14 04:55:42,the speed of the application is slow.,neutral,no
79139115,2021-08-15 06:23:03,there were no new leads or admissions from the lead.,neutral,no
79139115,2021-08-15 06:23:03,there were no new leads or admissions from the lead.,neutral,no
79139501,2021-08-15 06:42:34,i have shared before.,neutral,no
79520311,2021-08-21 04:37:42,check the updates in the middle of the day.,neutral,no
77636095,2021-07-21 03:44:25,the old method is good for a bda to get lead stage change in normal fashion.,approval,no
94670397,2022-04-24 05:31:05,"for customer information, we can use competitor crm.",neutral,no
94670397,2022-04-24 05:31:05,"for customer information, we can use competitor crm.",neutral,no
94670397,2022-04-24 05:31:05,"for customer information, we can use competitor crm.",neutral,no
94670397,2022-04-24 05:31:05,application will help us to sell more at a time.,approval,no
80405257,2021-09-03 04:36:32,"callbacks on the same day are not reflected on time, dialed numbers are repeating after count is completed, and your application is not user-friendly.",disapproval,yes
80405257,2021-09-03 04:36:32,"callbacks on the same day are not reflected on time, dialed numbers are repeating after count is completed, and your application is not user-friendly.",disapproval,yes
80023507,2021-08-29 04:27:24,the call time is updated.,neutral,no
80023507,2021-08-29 04:27:24,the call time is updated.,neutral,no
94839805,2022-04-27 04:13:52,there is a lot of area for improvement.,optimism,no
77824240,2021-07-24 04:19:15,there is always a problem with it.,annoyance,yes
77908425,2021-07-26 04:05:03,delayed response and solution.,neutral,no
88041100,2022-01-03 04:41:50,there are many issues but no solution.,disapproval,yes
78900823,2021-08-11 04:49:13,this is helpful in many ways.,neutral,no
80473052,2021-09-04 04:53:47,the lead stage is on time.,excitement,no
77980091,2021-07-27 04:25:54,terrible web application.,disgust,yes
90097538,2022-02-04 04:08:46,application took so long to open a lead status.,neutral,no
90097538,2022-02-04 04:08:46,application took so long to open a lead status.,neutral,no
90246032,2022-02-07 04:29:26,"most of the time, the call land, and the analysis change very quickly.",realization,no
90962934,2022-02-18 03:42:37,not able to get quality leads.,neutral,no
79686952,2021-08-24 04:36:24,there needs to be total improvement needed.,desire,no
81605467,2021-09-22 04:28:21,application should be simple.,neutral,no
81605467,2021-09-22 04:28:21,data should be in chronological order.,neutral,no
81605467,2021-09-22 04:28:21,"after disposing, every data moves up and down.",neutral,no
81605467,2021-09-22 04:28:21,there is confusion to call on next data.,confusion,yes
81605467,2021-09-22 04:28:21,there is confusion to call on next data.,confusion,yes
82123853,2021-09-30 02:56:27,need to have some things.,neutral,no
78237396,2021-07-31 02:55:58,we should have an option to search leads by dates if the follow-up date is on time.,neutral,no
78237396,2021-07-31 02:55:58,we should have an option to search leads by dates if the follow-up date is on time.,neutral,no
78237396,2021-07-31 02:55:58,we should have an option to search leads by dates if the follow-up date is on time.,neutral,no
84229114,2021-11-02 02:37:12,application is very annoying that the application for mobile users only works when the phone call comes back to the first page.,annoyance,yes
84229114,2021-11-02 02:37:12,application is very annoying that the application for mobile users only works when the phone call comes back to the first page.,annoyance,yes
84229114,2021-11-02 02:37:12,application is very annoying that the application for mobile users only works when the phone call comes back to the first page.,annoyance,yes
84229114,2021-11-02 02:37:12,application is very annoying that the application for mobile users only works when the phone call comes back to the first page.,annoyance,yes
84229114,2021-11-02 02:37:12,application is very annoying that the application for mobile users only works when the phone call comes back to the first page.,annoyance,yes
82313027,2021-10-03 05:04:50,"if a sales person is punching an order, then make that sales person fix and not give that sales person an option.",neutral,no
81228254,2021-09-16 02:24:20,application is easy to search and use.,neutral,no
81228254,2021-09-16 02:24:20,application is easy to search and use.,neutral,no
81228254,2021-09-16 02:24:20,application is easy to search and use.,neutral,no
81368350,2021-09-18 04:48:34,sometimes it will get hit.,neutral,no
82647911,2021-10-08 01:49:25,"from our mapped data, give alert to the clients who are interested.",neutral,no
90750726,2022-02-15 04:39:26,application can be easy to use.,neutral,no
90750726,2022-02-15 04:39:26,application can be easy to use.,neutral,no
84694492,2021-11-09 04:24:00,slow loading is not showing a report.,neutral,no
84694492,2021-11-09 04:24:00,slow loading is not showing a report.,neutral,no
82657138,2021-10-08 06:28:05,application feels unfinished.,disappointment,yes
82869017,2021-10-12 03:22:10,its very slow working.,neutral,no
78546606,2021-08-05 04:43:18,there are many flaws in it.,neutral,no
78546606,2021-08-05 04:43:18,i add task or notes.,neutral,no
78546606,2021-08-05 04:43:18,i add task or notes.,neutral,no
78546606,2021-08-05 04:43:18,i see incoming calls.,neutral,no
83540937,2021-10-22 04:26:53,updating the lead status takes a long time.,realization,no
83540937,2021-10-22 04:26:53,updating the lead status takes a long time.,realization,no
83540937,2021-10-22 04:26:53,sometimes leads are not visible and too much time is spent refreshing the screen.,joy,no
83540937,2021-10-22 04:26:53,sometimes leads are not visible and too much time is spent refreshing the screen.,joy,no
90750091,2022-02-15 04:16:45,application is a big issue of leadsquared and should be worked on.,neutral,no
90750091,2022-02-15 04:16:45,application is a big issue of leadsquared and should be worked on.,neutral,no
90750091,2022-02-15 04:16:45,application is a big issue of leadsquared and should be worked on.,neutral,no
90750091,2022-02-15 04:16:45,application is a big issue of leadsquared and should be worked on.,neutral,no
78711938,2021-08-08 03:33:48,the conversation be uploaded properly.,neutral,no
81858740,2021-09-26 06:55:04,"application is a good platform for a workforce management, and application does the job, but application can be better and more tailored according to the platform.",admiration,no
81858740,2021-09-26 06:55:04,"application is a good platform for a workforce management, and application does the job, but application can be better and more tailored according to the platform.",admiration,no
81858740,2021-09-26 06:55:04,"application is a good platform for a workforce management, and application does the job, but application can be better and more tailored according to the platform.",admiration,no
83925462,2021-10-28 03:47:36,the option was blocked like a call matrix.,neutral,no
83926695,2021-10-28 04:25:38,overall talk time should be given.,neutral,no
82270029,2021-10-02 04:07:59,application is good for managing leads.,approval,no
82270029,2021-10-02 04:07:59,application is good for managing leads.,approval,no
78899447,2021-08-11 04:04:35,application consumes more data.,neutral,no
78899447,2021-08-11 04:04:35,application consumes more data.,neutral,no
84151380,2021-11-01 03:40:03,"after logging in, typing saving option and seeing it.",neutral,no
82358473,2021-10-04 06:20:15,application is user-friendly to use.,neutral,no
82358473,2021-10-04 06:20:15,application is user-friendly to use.,neutral,no
82358473,2021-10-04 06:20:15,application is user-friendly to use.,neutral,no
78973124,2021-08-12 05:41:52,i need a total call dial for all talk time.,neutral,no
88890743,2022-01-16 04:47:16,filters should be easy to use,neutral,no
88890743,2022-01-16 04:47:16,filters should be easy to use,neutral,no
84695915,2021-11-09 05:11:40,nothing is working.,disappointment,yes
88783246,2022-01-14 02:57:53,better speed and fast.,admiration,no
88783246,2022-01-14 02:57:53,better speed and fast.,admiration,no
83389399,2021-10-20 03:58:24,quickly find the data.,neutral,no
85075679,2021-11-15 04:01:38,the speed is very low.,neutral,no
85537029,2021-11-22 05:04:38,sometimes the software is slow.,neutral,no
83852117,2021-10-27 04:30:29,application responds very quickly.,approval,no
84146401,2021-11-01 01:22:00,application is very easy to work.,approval,no
84146401,2021-11-01 01:22:00,application is very easy to work.,approval,no
85878005,2021-11-27 04:01:38,"i like the application, but i am facing some issues.",love,no
85878005,2021-11-27 04:01:38,"some of my data is showing properly, but working too slow at times.",confusion,yes
85878005,2021-11-27 04:01:38,"some of my data is showing properly, but working too slow at times.",confusion,yes
85965710,2021-11-29 04:54:14,the activity update is very slow.,neutral,no
85965984,2021-11-29 05:04:05,the software works well.,admiration,no
85965984,2021-11-29 05:04:05,you may add more features to make the process easier.,approval,no
84233082,2021-11-02 04:40:08,application is easier to fetch and check the data.,neutral,no
84233082,2021-11-02 04:40:08,application is easier to fetch and check the data.,neutral,no
84302204,2021-11-03 01:57:59,"the system is tailored to our needs, and we are new to it.",approval,no
86135422,2021-12-01 04:23:03,send a form about missing features.,neutral,no
86135422,2021-12-01 04:23:03,send a form about missing features.,neutral,no
86284458,2021-12-03 04:00:04,a lot of mobile battery is used.,neutral,no
86285532,2021-12-03 04:32:14,i need to come up with a lot of things.,neutral,no
84609334,2021-11-08 02:41:21,the application is good.,admiration,no
80241246,2021-09-01 04:24:47,the call time report is malfunctioning.,disappointment,yes
87278410,2021-12-19 01:37:42,the step is simple.,neutral,no
